X,Y,ID
3022,5,1264
3218,5,1263
3609,5,2425
3673,5,1263
3874,5,2426
3935,5,1888
3954,5,1781
3980,5,1888
3994,5,1781
4075,5,1888
4108,5,1781
4368,5,1782
4861,5,1783
5613,5,1444
0,6,1678
20,6,1810
21,6,1678
22,6,1810
75,6,1678
92,6,1677
183,6,1810
257,6,1562
263,6,1810
710,6,1814
749,6,1812
1129,6,1811
1236,6,1916
1238,6,1811
1391,6,1487
1459,6,1488
1470,6,1807
1483,6,1488
1578,6,1489
1585,6,1807
1597,6,1489
1687,6,1807
1742,6,1484
1761,6,1807
1764,6,1484
1765,6,1807
1791,6,1484
1792,6,1807
1794,6,1484
1976,6,1105
1979,6,1804
1992,6,1484
2005,6,1804
2006,6,1484
2011,6,1804
2299,6,1481
2336,6,1480
2481,6,1477
2515,6,1475
2696,6,1474
2919,6,1265
3022,6,1264
3218,6,1263
3609,6,2425
3673,6,1263
3874,6,2426
3935,6,1888
3953,6,1781
3980,6,1888
3994,6,1781
4075,6,1888
4108,6,1781
4368,6,1782
4861,6,1783
5613,6,1444
0,7,1678
20,7,1810
75,7,1678
92,7,1677
183,7,1810
251,7,1562
253,7,1810
255,7,1562
264,7,1810
710,7,1814
750,7,1812
1128,7,1811
1235,7,1916
1240,7,1811
1391,7,1487
1460,7,1488
1470,7,1807
1482,7,1488
1578,7,1489
1586,7,1807
1596,7,1489
1687,7,1807
1743,7,1484
1762,7,1807
1764,7,1484
1765,7,1807
1791,7,1484
1972,7,1105
1975,7,1484
1977,7,1105
1978,7,1804
1991,7,1484
1997,7,1804
1998,7,1484
2001,7,1804
2002,7,1484
2006,7,1804
2014,7,1484
2017,7,1804
2299,7,1481
2336,7,1480
2481,7,1477
2515,7,1475
2696,7,1474
2919,7,1265
3022,7,1264
3218,7,1263
3609,7,2425
3673,7,1263
3873,7,2426
3935,7,1888
3953,7,1781
3981,7,1888
3994,7,1781
4076,7,1888
4095,7,1781
4101,7,1888
4109,7,1781
4369,7,1782
4861,7,1783
5612,7,1444
0,8,1678
21,8,1810
75,8,1678
92,8,1677
183,8,1810
250,8,1562
265,8,1810
708,8,1814
749,8,1812
1127,8,1811
1235,8,1916
1240,8,1811
1392,8,1487
1460,8,1488
1471,8,1807
1479,8,1488
1579,8,1489
1587,8,1807
1595,8,1489
1688,8,1807
1743,8,1484
1763,8,1807
1764,8,1484
1765,8,1807
1794,8,1484
1973,8,1105
1975,8,1484
1976,8,1804
1989,8,1484
1990,8,1804
2003,8,1484
2006,8,1804
2014,8,1484
2019,8,1804
2299,8,1481
2335,8,1480
2480,8,1477
2515,8,1475
2697,8,1474
2918,8,1265
3023,8,1264
3218,8,1263
3609,8,2425
3674,8,1263
3872,8,2426
3935,8,1888
3954,8,1781
3982,8,1888
3995,8,1781
4080,8,1888
4091,8,1781
4106,8,1888
4109,8,1781
4369,8,1782
4861,8,1783
5612,8,1444
0,9,1678
22,9,1810
75,9,1678
92,9,1677
122,9,1810
124,9,1677
184,9,1810
249,9,1562
265,9,1810
707,9,1814
749,9,1812
1127,9,1811
1224,9,1916
1237,9,1811
1238,9,1916
1243,9,1811
1392,9,1487
1461,9,1488
1472,9,1807
1473,9,1488
1475,9,1807
1476,9,1488
1579,9,1489
1588,9,1807
1592,9,1489
1690,9,1807
1747,9,1484
1765,9,1807
1796,9,1484
1970,9,1105
1972,9,1484
1975,9,1804
1988,9,1484
1990,9,1804
2005,9,1484
2007,9,1804
2012,9,1484
2016,9,1804
2299,9,1481
2335,9,1480
2480,9,1477
2515,9,1475
2697,9,1474
2918,9,1265
3023,9,1264
3218,9,1263
3610,9,2425
3674,9,1263
3871,9,2426
3935,9,1888
3954,9,1781
3983,9,1888
3995,9,1781
4106,9,1888
4110,9,1781
4369,9,1782
4862,9,1783
5612,9,1444
0,10,1678
22,10,1810
75,10,1678
92,10,1677
122,10,1810
124,10,1677
184,10,1810
245,10,1562
265,10,1810
707,10,1814
748,10,1812
1126,10,1811
1224,10,1916
1236,10,1811
1239,10,1916
1240,10,1811
1241,10,1916
1242,10,1811
1392,10,1487
1462,10,1488
1579,10,1489
1691,10,1807
1747,10,1484
1748,10,1807
1752,10,1484
1765,10,1807
1796,10,1484
1968,10,1105
1970,10,1484
1971,10,1105
1974,10,1804
1981,10,1484
1991,10,1804
1998,10,1484
2001,10,1804
2005,10,1484
2014,10,1804
2297,10,1481
2334,10,1480
2479,10,1477
2515,10,1475
2698,10,1474
2917,10,1265
3023,10,1264
3218,10,1263
3610,10,2425
3675,10,1263
3870,10,2426
3934,10,1888
3953,10,1781
3984,10,1888
3996,10,1781
4106,10,1888
4111,10,1781
4369,10,1782
4862,10,1783
5612,10,1444
0,11,1678
22,11,1810
75,11,1678
92,11,1677
122,11,1810
124,11,1677
139,11,1810
141,11,1677
142,11,1810
143,11,1677
184,11,1810
245,11,1562
265,11,1810
706,11,1814
750,11,1812
1126,11,1811
1224,11,1916
1240,11,1811
1241,11,1916
1242,11,1811
1392,11,1487
1462,11,1488
1579,11,1489
1692,11,1807
1753,11,1484
1765,11,1807
1796,11,1484
1968,11,1105
1970,11,1484
1971,11,1105
1974,11,1804
1979,11,1484
1987,11,1804
1991,11,1484
1998,11,1804
2000,11,1484
2011,11,1804
2020,11,1484
2026,11,1804
2296,11,1481
2334,11,1480
2478,11,1477
2515,11,1475
2699,11,1474
2917,11,1265
3023,11,1264
3219,11,1263
3611,11,2425
3675,11,1263
3869,11,2426
3933,11,1888
3952,11,1781
3984,11,1888
3996,11,1781
4105,11,1888
4111,11,1781
4369,11,1782
4863,11,1783
5611,11,1444
0,12,1678
23,12,1810
75,12,1678
92,12,1677
122,12,1810
127,12,1677
137,12,1810
144,12,1677
186,12,1810
243,12,1562
263,12,1810
705,12,1814
750,12,1812
995,12,1914
996,12,1812
1125,12,1811
1224,12,1916
1241,12,1811
1391,12,1487
1462,12,1488
1522,12,1807
1523,12,1488
1579,12,1489
1693,12,1485
1694,12,1807
1695,12,1485
1696,12,1807
1753,12,1484
1768,12,1807
1769,12,1484
1771,12,1807
1775,12,1484
1776,12,1807
1796,12,1484
1969,12,1105
1970,12,1484
1971,12,1105
1973,12,1804
1977,12,1484
1983,12,1804
1996,12,1484
1999,12,1804
2000,12,1484
2010,12,1804
2016,12,1484
2020,12,1804
2022,12,1484
2024,12,1804
2025,12,1484
2027,12,1804
2294,12,1481
2333,12,1480
2478,12,1477
2516,12,1475
2700,12,1474
2917,12,1265
3023,12,1264
3219,12,1263
3612,12,2425
3625,12,1263
3627,12,2425
3676,12,1263
3868,12,2426
3931,12,1888
3951,12,1781
3985,12,1888
3996,12,1781
4105,12,1888
4111,12,1781
4369,12,1782
4863,12,1783
5611,12,1444
0,13,1678
23,13,1810
76,13,1678
92,13,1677
121,13,1810
127,13,1677
136,13,1810
144,13,1677
187,13,1810
242,13,1562
263,13,1810
704,13,1814
751,13,1812
995,13,1914
997,13,1812
1125,13,1811
1223,13,1916
1240,13,1811
1390,13,1487
1463,13,1488
1521,13,1807
1528,13,1488
1579,13,1489
1693,13,1485
1700,13,1807
1755,13,1484
1773,13,1807
1775,13,1484
1778,13,1807
1797,13,1484
1971,13,1105
1973,13,1804
1975,13,1484
1980,13,1804
1997,13,1484
2003,13,1804
2007,13,1484
2013,13,1804
2014,13,1484
2018,13,1804
2289,13,1481
2333,13,1480
2477,13,1477
2516,13,1475
2700,13,1474
2916,13,1265
3023,13,1264
3219,13,1263
3612,13,2425
3620,13,1263
3622,13,2425
3625,13,1263
3628,13,2425
3638,13,1263
3640,13,2425
3677,13,1263
3867,13,2426
3928,13,1888
3950,13,1781
3985,13,1888
4000,13,1781
4102,13,1888
4111,13,1781
4369,13,1782
4863,13,1783
5609,13,1444
0,14,1678
24,14,1810
76,14,1678
92,14,1677
121,14,1810
132,14,1677
135,14,1810
146,14,1677
191,14,1562
192,14,1810
213,14,1562
226,14,1810
241,14,1562
256,14,1810
257,14,1562
260,14,1810
703,14,1814
751,14,1812
996,14,1914
997,14,1812
1124,14,1811
1222,14,1916
1239,14,1811
1384,14,1487
1463,14,1488
1506,14,1807
1507,14,1488
1515,14,1807
1529,14,1488
1580,14,1489
1692,14,1485
1701,14,1807
1756,14,1484
1778,14,1807
1789,14,1484
1791,14,1807
1798,14,1484
1969,14,1105
1974,14,1484
1978,14,1804
2009,14,1484
2017,14,1804
2291,14,1481
2333,14,1480
2477,14,1477
2516,14,1475
2701,14,1474
2916,14,1265
3023,14,1264
3219,14,1263
3614,14,2425
3621,14,1263
3623,14,2425
3624,14,1263
3628,14,2425
3637,14,1263
3639,14,2425
3678,14,1263
3866,14,2426
3927,14,1888
3949,14,1781
3984,14,1888
4001,14,1781
4102,14,1888
4110,14,1781
4369,14,1782
4863,14,1783
5608,14,1444
0,15,1678
23,15,1810
76,15,1678
92,15,1677
120,15,1810
147,15,1677
191,15,1562
196,15,1810
212,15,1562
227,15,1810
233,15,1562
234,15,1810
240,15,1562
255,15,1810
257,15,1562
260,15,1810
702,15,1814
752,15,1812
996,15,1914
998,15,1812
1124,15,1811
1217,15,1916
1238,15,1811
1383,15,1487
1464,15,1488
1504,15,1807
1508,15,1488
1513,15,1807
1528,15,1488
1580,15,1489
1691,15,1485
1695,15,1807
1696,15,1485
1703,15,1807
1758,15,1484
1782,15,1807
1790,15,1484
1793,15,1807
1797,15,1484
1968,15,1105
1972,15,1484
1976,15,1804
2012,15,1484
2017,15,1804
2290,15,1481
2333,15,1480
2476,15,1477
2516,15,1475
2701,15,1474
2915,15,1265
3024,15,1264
3220,15,1263
3629,15,2425
3634,15,1263
3638,15,2425
3678,15,1263
3863,15,2426
3927,15,1888
3948,15,1781
3983,15,1888
4003,15,1781
4101,15,1888
4109,15,1781
4369,15,1782
4864,15,1783
5608,15,1444
0,16,1678
23,16,1810
77,16,1678
92,16,1677
120,16,1810
147,16,1677
192,16,1562
199,16,1810
210,16,1562
228,16,1810
233,16,1562
235,16,1810
240,16,1562
255,16,1810
701,16,1814
752,16,1812
996,16,1914
998,16,1812
1080,16,1914
1090,16,1812
1092,16,1914
1095,16,1812
1124,16,1811
1216,16,1916
1235,16,1811
1383,16,1487
1465,16,1488
1503,16,1807
1528,16,1488
1580,16,1489
1690,16,1485
1695,16,1807
1702,16,1485
1707,16,1807
1759,16,1484
1782,16,1807
1790,16,1484
1968,16,1105
1971,16,1484
1975,16,1804
2013,16,1484
2021,16,1804
2024,16,1484
2025,16,1804
2289,16,1481
2332,16,1480
2476,16,1477
2516,16,1475
2702,16,1474
2915,16,1265
3024,16,1264
3220,16,1263
3631,16,2425
3633,16,1263
3638,16,2425
3679,16,1263
3862,16,2426
3927,16,1888
3946,16,1781
3981,16,1888
4005,16,1781
4101,16,1888
4107,16,1781
4369,16,1782
4864,16,1783
5607,16,1444
0,17,1678
23,17,1810
76,17,1678
92,17,1677
120,17,1810
146,17,1677
193,17,1562
201,17,1810
209,17,1562
230,17,1810
232,17,1562
235,17,1810
239,17,1562
255,17,1810
700,17,1814
752,17,1812
996,17,1914
999,17,1812
1076,17,1914
1097,17,1812
1124,17,1811
1216,17,1916
1235,17,1811
1364,17,1487
1375,17,1811
1376,17,1487
1377,17,1811
1381,17,1487
1465,17,1488
1503,17,1807
1528,17,1488
1581,17,1489
1690,17,1485
1696,17,1807
1697,17,1485
1698,17,1807
1704,17,1485
1708,17,1807
1760,17,1484
1783,17,1807
1784,17,1484
1787,17,1807
1791,17,1484
1974,17,1804
2015,17,1484
2026,17,1804
2288,17,1481
2332,17,1480
2476,17,1477
2516,17,1475
2703,17,1474
2915,17,1265
3024,17,1264
3220,17,1263
3628,17,2425
3630,17,1263
3638,17,2425
3680,17,1263
3860,17,2426
3928,17,1888
3946,17,1781
3981,17,1888
4010,17,1781
4100,17,1888
4107,17,1781
4370,17,1782
4864,17,1783
5607,17,1444
0,18,1678
23,18,1810
76,18,1678
92,18,1677
120,18,1810
147,18,1677
193,18,1562
230,18,1810
232,18,1562
235,18,1810
239,18,1562
254,18,1810
700,18,1814
753,18,1812
997,18,1914
1001,18,1812
1073,18,1914
1079,18,1812
1081,18,1914
1082,18,1812
1083,18,1914
1089,18,1812
1091,18,1914
1104,18,1812
1123,18,1811
1216,18,1916
1236,18,1811
1285,18,1917
1289,18,1811
1365,18,1487
1465,18,1488
1503,18,1807
1528,18,1488
1581,18,1489
1689,18,1485
1701,18,1807
1706,18,1485
1710,18,1807
1715,18,1485
1722,18,1807
1761,18,1484
1786,18,1807
1793,18,1484
1972,18,1804
2020,18,1484
2024,18,1804
2288,18,1481
2332,18,1480
2475,18,1477
2516,18,1475
2704,18,1474
2915,18,1265
3024,18,1264
3221,18,1263
3624,18,2425
3630,18,1263
3639,18,2425
3680,18,1263
3859,18,2426
3928,18,1888
3948,18,1781
3981,18,1888
4010,18,1781
4098,18,1888
4107,18,1781
4370,18,1782
4864,18,1783
5607,18,1444
0,19,1678
22,19,1810
74,19,1678
92,19,1677
121,19,1810
151,19,1677
194,19,1562
236,19,1810
239,19,1562
254,19,1810
255,19,1562
257,19,1810
699,19,1814
753,19,1812
997,19,1914
1001,19,1812
1072,19,1914
1080,19,1812
1095,19,1914
1102,19,1812
1123,19,1811
1216,19,1916
1236,19,1811
1285,19,1917
1288,19,1811
1365,19,1487
1466,19,1488
1503,19,1807
1528,19,1488
1581,19,1489
1642,19,1805
1645,19,1489
1689,19,1485
1701,19,1807
1708,19,1485
1721,19,1807
1761,19,1484
1786,19,1807
1793,19,1484
1968,19,1105
1970,19,1804
2288,19,1481
2331,19,1480
2475,19,1477
2516,19,1475
2704,19,1474
2915,19,1265
3024,19,1264
3221,19,1263
3621,19,2425
3630,19,1263
3639,19,2425
3681,19,1263
3856,19,2426
3930,19,1888
3951,19,1781
3982,19,1888
4012,19,1781
4021,19,1888
4024,19,1781
4094,19,1888
4107,19,1781
4370,19,1782
4864,19,1783
5607,19,1444
0,20,1678
23,20,1810
74,20,1678
92,20,1677
122,20,1810
131,20,1677
135,20,1810
153,20,1677
194,20,1562
236,20,1810
238,20,1562
258,20,1810
698,20,1814
753,20,1812
998,20,1914
1003,20,1812
1070,20,1914
1075,20,1812
1123,20,1811
1218,20,1916
1237,20,1811
1285,20,1917
1288,20,1811
1367,20,1487
1466,20,1488
1502,20,1807
1527,20,1488
1581,20,1489
1642,20,1805
1650,20,1489
1688,20,1485
1701,20,1807
1709,20,1485
1721,20,1807
1762,20,1484
1763,20,1807
1765,20,1484
1786,20,1807
1793,20,1484
1967,20,1105
1971,20,1804
2288,20,1481
2331,20,1480
2474,20,1477
2516,20,1475
2705,20,1474
2914,20,1265
3024,20,1264
3221,20,1263
3621,20,2425
3631,20,1263
3641,20,2425
3682,20,1263
3854,20,2426
3931,20,1888
3952,20,1781
3984,20,1888
4015,20,1781
4016,20,1888
4017,20,1781
4020,20,1888
4022,20,1781
4092,20,1888
4106,20,1781
4370,20,1782
4864,20,1783
5607,20,1444
0,21,1678
24,21,1810
73,21,1678
92,21,1677
122,21,1810
129,21,1677
137,21,1810
154,21,1677
194,21,1562
259,21,1810
697,21,1814
754,21,1812
1000,21,1914
1003,21,1812
1069,21,1914
1073,21,1812
1123,21,1811
1218,21,1916
1240,21,1811
1284,21,1917
1289,21,1811
1372,21,1487
1467,21,1488
1501,21,1807
1526,21,1488
1581,21,1489
1645,21,1805
1652,21,1489
1687,21,1485
1701,21,1807
1710,21,1485
1721,21,1807
1765,21,1484
1788,21,1807
1793,21,1484
1967,21,1105
1970,21,1804
1984,21,1484
1996,21,1804
2283,21,1481
2331,21,1480
2474,21,1477
2516,21,1475
2705,21,1474
2914,21,1265
3024,21,1264
3221,21,1263
3623,21,2425
3633,21,1263
3641,21,2425
3682,21,1263
3850,21,2426
3932,21,1888
3954,21,1781
3987,21,1888
4022,21,1781
4090,21,1888
4105,21,1781
4370,21,1782
4864,21,1783
5607,21,1444
0,22,1678
27,22,1810
70,22,1678
92,22,1677
124,22,1810
129,22,1677
139,22,1810
162,22,1677
194,22,1562
260,22,1810
696,22,1814
754,22,1812
1001,22,1914
1008,22,1812
1068,22,1914
1070,22,1812
1079,22,1914
1080,22,1812
1083,22,1914
1093,22,1812
1123,22,1811
1218,22,1916
1240,22,1811
1277,22,1917
1289,22,1811
1373,22,1487
1468,22,1488
1501,22,1807
1524,22,1488
1581,22,1489
1648,22,1805
1652,22,1489
1686,22,1485
1701,22,1807
1711,22,1485
1722,22,1807
1767,22,1484
1789,22,1807
1793,22,1484
1966,22,1105
1971,22,1804
1975,22,1484
1980,22,1804
1981,22,1484
1992,22,1804
2284,22,1481
2331,22,1480
2473,22,1477
2516,22,1475
2706,22,1474
2913,22,1265
3025,22,1264
3221,22,1263
3628,22,2425
3637,22,1263
3641,22,2425
3683,22,1263
3850,22,2426
3934,22,1888
3954,22,1781
3993,22,1888
4028,22,1781
4090,22,1888
4104,22,1781
4370,22,1782
4865,22,1783
5607,22,1444
0,23,1678
28,23,1810
39,23,1678
40,23,1810
69,23,1678
92,23,1677
125,23,1810
127,23,1677
140,23,1810
164,23,1677
194,23,1562
261,23,1810
695,23,1814
754,23,1812
1002,23,1914
1010,23,1812
1074,23,1914
1093,23,1812
1123,23,1811
1219,23,1916
1239,23,1811
1273,23,1917
1289,23,1811
1366,23,1487
1369,23,1811
1372,23,1487
1468,23,1488
1500,23,1807
1522,23,1488
1582,23,1489
1587,23,1805
1592,23,1489
1686,23,1485
1702,23,1807
1711,23,1485
1723,23,1807
1768,23,1484
1792,23,1807
1795,23,1484
1966,23,1105
1971,23,1484
1984,23,1804
2285,23,1481
2331,23,1480
2472,23,1477
2516,23,1475
2707,23,1474
2913,23,1265
3025,23,1264
3221,23,1263
3629,23,2425
3637,23,1263
3644,23,2425
3684,23,1263
3849,23,2426
3936,23,1888
3955,23,1781
4003,23,1888
4028,23,1781
4090,23,1888
4104,23,1781
4370,23,1782
4865,23,1783
5607,23,1444
0,24,1678
29,24,1810
39,24,1678
40,24,1810
67,24,1678
71,24,1810
72,24,1678
92,24,1677
142,24,1810
166,24,1677
194,24,1562
262,24,1810
694,24,1814
755,24,1812
1003,24,1914
1010,24,1812
1071,24,1914
1084,24,1812
1087,24,1914
1089,24,1812
1123,24,1811
1221,24,1916
1238,24,1811
1271,24,1917
1289,24,1811
1362,24,1487
1468,24,1488
1498,24,1807
1521,24,1488
1582,24,1489
1596,24,1805
1605,24,1489
1685,24,1485
1725,24,1807
1769,24,1484
1794,24,1807
1802,24,1484
1966,24,1105
1968,24,1484
1981,24,1804
2286,24,1481
2331,24,1480
2472,24,1477
2516,24,1475
2708,24,1474
2913,24,1265
3025,24,1264
3221,24,1263
3630,24,2425
3637,24,1263
3646,24,2425
3685,24,1263
3849,24,2426
3938,24,1888
3955,24,1781
4006,24,1888
4007,24,1781
4015,24,1888
4028,24,1781
4091,24,1888
4105,24,1781
4370,24,1782
4866,24,1783
5606,24,1444
0,25,1678
28,25,1810
66,25,1678
70,25,1810
74,25,1678
92,25,1677
142,25,1810
166,25,1677
194,25,1562
262,25,1810
693,25,1814
755,25,1812
1005,25,1914
1007,25,1812
1009,25,1914
1011,25,1812
1069,25,1914
1078,25,1812
1123,25,1811
1222,25,1916
1236,25,1811
1270,25,1917
1288,25,1811
1361,25,1487
1469,25,1488
1497,25,1807
1520,25,1488
1582,25,1489
1594,25,1805
1610,25,1489
1685,25,1485
1726,25,1807
1769,25,1484
1793,25,1807
1802,25,1484
1974,25,1804
2014,25,1484
2021,25,1804
2284,25,1481
2331,25,1480
2472,25,1477
2516,25,1475
2708,25,1474
2912,25,1265
3025,25,1264
3207,25,315
3209,25,1264
3222,25,1263
3630,25,2425
3637,25,1263
3646,25,2425
3687,25,1263
3848,25,2426
3940,25,1888
3956,25,1781
4006,25,1888
4007,25,1781
4021,25,1888
4028,25,1781
4091,25,1888
4105,25,1781
4370,25,1782
4866,25,1783
5606,25,1444
0,26,1678
28,26,1810
29,26,1678
31,26,1810
35,26,1678
39,26,1810
67,26,1678
69,26,1810
76,26,1678
92,26,1677
142,26,1810
166,26,1677
194,26,1562
262,26,1810
692,26,1814
755,26,1812
1010,26,1914
1014,26,1812
1068,26,1914
1081,26,1812
1084,26,1914
1087,26,1812
1124,26,1811
1223,26,1916
1235,26,1811
1271,26,1917
1287,26,1811
1359,26,1487
1469,26,1488
1496,26,1807
1519,26,1488
1582,26,1489
1593,26,1805
1612,26,1489
1654,26,1805
1658,26,1489
1684,26,1485
1727,26,1807
1770,26,1484
1793,26,1807
1801,26,1484
1966,26,1105
1971,26,1804
2284,26,1481
2330,26,1480
2472,26,1477
2516,26,1475
2709,26,1474
2912,26,1265
3025,26,1264
3192,26,315
3194,26,1264
3206,26,315
3210,26,1264
3211,26,315
3213,26,1264
3222,26,1263
3237,26,315
3239,26,1263
3631,26,2425
3636,26,1263
3643,26,2425
3688,26,1263
3847,26,2426
3849,26,1263
3850,26,2426
3940,26,1888
3956,26,1781
4006,26,1888
4007,26,1781
4022,26,1888
4028,26,1781
4029,26,1888
4032,26,1781
4092,26,1888
4106,26,1781
4370,26,1782
4866,26,1783
5607,26,1444
0,27,1678
38,27,1810
67,27,1678
69,27,1810
76,27,1678
92,27,1677
143,27,1810
165,27,1677
195,27,1562
262,27,1810
691,27,1814
756,27,1812
1009,27,1914
1017,27,1812
1066,27,1914
1079,27,1812
1081,27,1914
1084,27,1812
1124,27,1811
1223,27,1916
1235,27,1811
1272,27,1917
1287,27,1811
1360,27,1487
1470,27,1488
1497,27,1807
1517,27,1488
1559,27,1805
1565,27,1488
1582,27,1489
1590,27,1805
1617,27,1489
1652,27,1805
1659,27,1489
1683,27,1485
1728,27,1807
1772,27,1484
1795,27,1807
1801,27,1484
1966,27,1105
1972,27,1804
2283,27,1481
2330,27,1480
2471,27,1477
2516,27,1475
2709,27,1474
2911,27,1265
3025,27,1264
3191,27,315
3194,27,1264
3201,27,315
3212,27,1264
3222,27,1263
3236,27,315
3239,27,1263
3243,27,315
3247,27,1263
3633,27,2425
3634,27,1263
3641,27,2425
3689,27,1263
3846,27,2426
3848,27,1263
3850,27,2426
3940,27,1888
3956,27,1781
4022,27,1888
4032,27,1781
4091,27,1888
4107,27,1781
4370,27,1782
4866,27,1783
5607,27,1444
0,28,1678
39,28,1810
66,28,1678
69,28,1810
74,28,1678
92,28,1677
146,28,1810
159,28,1677
161,28,1810
164,28,1677
195,28,1562
257,28,1810
258,28,1562
262,28,1810
690,28,1814
756,28,1812
1009,28,1914
1017,28,1812
1066,28,1914
1074,28,1812
1076,28,1914
1079,28,1812
1080,28,1914
1083,28,1812
1125,28,1811
1228,28,1916
1231,28,1811
1233,28,1916
1235,28,1811
1272,28,1917
1287,28,1811
1361,28,1487
1472,28,1488
1498,28,1807
1516,28,1488
1558,28,1805
1567,28,1488
1582,28,1489
1588,28,1805
1620,28,1489
1651,28,1805
1661,28,1489
1682,28,1485
1731,28,1807
1771,28,1484
1965,28,1105
1972,28,1804
1981,28,1105
1984,28,1804
2282,28,1481
2329,28,1480
2470,28,1477
2516,28,1475
2710,28,1474
2911,28,1265
3025,28,1264
3180,28,315
3182,28,1264
